Sapling_Tag_ID,Date,Season,Year,Canopy Cover,Percent_Class,Categories,Dominant_Category,Max_Category,Blight_Score,Branch1_twig,Branch1_leaf,Branch2_twig,Branch2_leaf,Branch3_twig,Branch3_leaf,TOTAL_Twig,TOTAL_Leaf,TOTAL_Leaf_per_Twig,Browse,Vertical,Other_Pattern,Alive,Comments
SB1-08,8-Jun-20,S,2020,1,1,2,2,2,30,3,1,3,2,,,,,,n,n,n,y,"only 8 leaves; undersized, but only 1 with BLD; many dead twigs"
SB1-09,8-Jun-20,S,2020,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-10,8-Jun-20,S,2020,,,,,,,,,,,,,,,,,,,n,MISSING
SB1-11,8-Jun-20,S,2020,1,1,1,1,1,25,3,1,3,0,4,15,10,16,1.6,n,n,n,y,main stem dead; 2nd trunk; most leaves are late emerged and pale green; some insect damage; v low BLD
SB1-12,8-Jun-20,S,2020,1,5,34,4,4,120,4,6,5,6,,,,,,n,n,n,y,leaves undersized; some anthracnose; some tine and curled BLD
SB1-13,8-Jun-20,S,2020,1,4,23,3,3,95,3,0,6,7,3,0,12,7,0.58,y,n,n,y,handflu of leaves near bottom of tree; top is leafless
SB1-14,8-Jun-20,S,2020,1,3,1234,2,4,72,4,2,9,58,9,24,22,84,3.81,n,n,n,y,"some undersized leaves, some anthracnose"
SB1-15,8-Jun-20,S,2020,1,4,234,3,4,96,6,11,4,2,11,12,21,25,1.19,n,y,y,y,>50% leaves undersized; cluster of 4s near bottom; most others are 3s; but BLD throughout
SB1-16,8-Jun-20,S,2020,1,2,3,3,3,55,8,7,4,3,3,0,15,10,0.66,n,n,n,y,a few BLD leaves and small late-emerged leaves w no BLD
SB1-17,8-Jun-20,S,2020,1,0,0,0,0,0,3,1,4,2,4,0,11,3,0.27,n,n,n,y,"only 3 leaves, 2 very small, no BLD"
SB1-18,8-Jun-20,S,2020,1,3,34,4,4,80,3,5,4,9,,,,,,n,y,n,y,"some anthracnose, all leaves at top of tree"
SB1-19,8-Jun-20,S,2020,2,4,234,3,4,96,4,9,6,9,7,8,17,26,1.52,n,n,n,y,"many undersized leaves, some anthracnose"
SB1-20,8-Jun-20,S,2020,1,4,3,3,3,95,3,1,3,2,,,,,,n,n,n,y,"only 3 undersized leaves, some anthracnose"
PB1-01,10-Sep-20,F,2020,2,3,1234,3,4,76,6,20,3,1,6,15,15,36,2.4,N,N,Y,Y,leader is dead; branch #1 is a basal sprout
PB1-02,10-Sep-20,F,2020,2,2,24,2,4,52,5,6,4,5,3,2,12,13,1.08,N,N,Y,Y,die back - 1/2 of tree is dead
PB1-03,10-Sep-20,F,2020,2,3,23,2,3,71,3,1,5,1,4,2,12,4,0.33,N,N,Y,Y,browning and some damage
PB1-04,10-Sep-20,F,2020,1,3,123,3,3,75,8,21,6,0,4,0,18,21,1.16,N,N,Y,Y,top 1/2 is dead
PB1-05,10-Sep-20,F,2020,2,3,1234,3,4,76,8,4,3,3,3,2,14,9,0.64,N,N,Y,Y,browning and curling; some undersized leaves
PB1-06,10-Sep-20,F,2020,3,3,1234,3,4,76,4,7,10,15,7,15,21,37,1.76,N,N,Y,Y,some insect herbivore damage
PB1-07,10-Sep-20,F,2020,2,2,234,3,4,56,3,1,6,9,5,6,14,16,1.14,N,N,Y,Y,browning and physical damage
PB1-08,10-Sep-20,F,2020,2,2,123,3,3,55,6,21,6,15,6,14,18,50,2.77,N,N,Y,Y,lowest branches are dead; some insect herbivore damage
PB1-09,10-Sep-20,F,2020,4,3,1234,3,4,76,5,14,4,1,7,27,16,42,2.62,N,N,Y,Y,physical damage to some leaves
PB1-10,10-Sep-20,F,2020,3,2,123,2,3,51,7,8,3,0,4,9,14,17,1.21,N,N,Y,Y,some physical damage
PB1-11,18-Sep-20,F,2020,2,2,123,2,3,51,5,6,7,5,6,11,18,22,1.22,n,n,y,y,
PB1-12,18-Sep-20,F,2020,,,,,,,,,,,,,,,,,n,y,N,DEAD
PB1-13,18-Sep-20,F,2020,2,2,12,2,2,50,5,6,6,8,3,4,14,18,1.28,n,n,y,y,
PB1-14,18-Sep-20,F,2020,2,3,123,2,3,71,7,4,4,0,6,11,17,15,0.88,n,n,y,y,
PB1-15,18-Sep-20,F,2020,1,3,123,2,3,71,8,5,4,6,6,7,18,18,1,n,n,y,y,main stem dead above ~1ft
PB1-16,18-Sep-20,F,2020,1,3,23,3,3,75,5,3,7,2,5,0,17,5,0.29,n,n,n,y,only 5 leaves total
PB1-17,18-Sep-20,F,2020,2,2,123,2,3,51,7,2,5,3,4,0,16,5,0.31,n,n,y,y,% with BLD nearly category 3
PB1-18,18-Sep-20,F,2020,2,2,12,2,2,50,4,2,4,2,8,5,16,9,0.56,n,n,y,y,
PB1-19,18-Sep-20,F,2020,2,2,12,2,2,50,9,6,9,21,5,0,23,27,1.17,n,n,y,y,some insect and physical damage
PB1-20,18-Sep-20,F,2020,3,2,12,2,2,50,11,44,3,1,6,5,20,50,2.5,n,n,y,y,
SB1-01,10-Sep-20,F,2020,1,4,3,3,3,95,9,11,,,,,,,,n,n,y,y,main stem dead; new leader has no side branches; branch #1 = entire tree
SB1-02,10-Sep-20,F,2020,1,4,23,3,3,95,4,3,5,1,4,3,13,7,0.53,n,n,y,y,only 7 leaves total
SB1-03,10-Sep-20,F,2020,1,0,0,0,0,0,3,0,6,1,5,0,14,1,0.07,n,n,n,y,"only 1 leaf, undersized but no BLD symptoms"
SB1-04,10-Sep-20,F,2020,1,3,123,2,3,71,4,1,3,0,4,4,11,5,0.45,n,n,y,y,
SB1-05,10-Sep-20,F,2020,,,,,,,,,,,,,,,,,,,N,"MISSING, assume dead"
SB1-06,10-Sep-20,F,2020,2,2,12,2,2,50,8,16,7,4,10,22,25,42,1.68,n,n,?,y,"splotchy discoloration, browning, physical damage, undersized leaves -- difficult to assess BLD; leaves are clustered on very short twigs"
SB1-07,10-Sep-20,F,2020,,,,,,,,,,,,,,,,,,,n,MISSING; assume dead
SB1-08,10-Sep-20,F,2020,1,1,2,2,2,30,4,5,4,4,,,,,,n,n,n,y,splotchy discoloration and browning - not obviously BLD; top dead
SB1-09,10-Sep-20,F,2020,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-10,10-Sep-20,F,2020,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-11,10-Sep-20,F,2020,1,3,123,2,3,71,5,1,5,1,3,1,13,3,0.23,n,n,y,y,main stem dead; assess basal sprout (= new leader); splotchy discoloration and some physical damage
SB1-12,10-Sep-20,F,2020,1,1,12,2,2,30,5,6,3,1,7,1,15,8,0.53,n,n,n,y,many leaves with splotchy yellowing (not clearly BLD); some physical damage
SB1-13,10-Sep-20,F,2020,1,2,12,1,2,46,3,2,8,15,4,1,15,18,1.2,n,n,y,y,splotchy yellow; physical damage; many very small leaves
SB1-14,10-Sep-20,F,2020,2,4,123,3,3,95,3,2,5,2,11,49,19,53,2.78,y,n,y,y,leaves larger and with more obvious BLD than most sapling-sized trees; lots of browning and physical damage
SB1-15,10-Sep-20,F,2020,1,3,23,3,3,75,7,2,5,2,13,9,25,13,0.52,n,n,y,y,
SB1-16,10-Sep-20,F,2020,2,3,23,2,3,71,6,6,5,3,3,0,14,9,0.64,n,n,y,y,
SB1-17,10-Sep-20,F,2020,1,4,2,2,2,90,8,1,7,1,8,0,23,2,0.08,y,n,y,y,
SB1-18,10-Sep-20,F,2020,2,2,2,2,2,50,4,6,4,2,3,4,11,12,1.09,n,n,y,y,
SB1-19,10-Sep-20,F,2020,2,4,23,3,3,95,6,7,5,9,10,5,21,21,1,n,n,y,y,
SB1-20,10-Sep-20,F,2020,1,2,2,2,2,50,5,1,4,0,5,0,14,1,0.07,n,n,y,y,only 6 leaves on tree
SC1-01,9-Sep-20,F,2020,4,3,1234,2,4,72,7,20,7,12,7,16,21,48,2.28,n,n,y,y,"one branch all leaves brown, some with BLD"
SC1-02,9-Sep-20,F,2020,4,2,12,2,2,50,7,18,5,7,7,13,19,38,2,n,n,y,y,some browning and physical damage
SC1-03,9-Sep-20,F,2020,3,2,12,2,2,50,3,1,6,9,10,12,19,22,1.15,n,n,y,y,damaged by tree fall
SC1-04,9-Sep-20,F,2020,4,2,1234,2,4,52,6,3,8,2,7,8,21,13,0.61,n,n,y,y,leaf cover a low 4
SC1-05,9-Sep-20,F,2020,3,3,1234,2,4,72,7,7,7,11,10,14,24,32,1.33,n,n,y,y,some browning and leaf damage
SC1-06,9-Sep-20,F,2020,,,,,,,,,,,,,,,,,,,n,DEAD
SC1-07,9-Sep-20,F,2020,4,1,123,2,3,31,10,41,4,6,5,4,19,51,2.68,n,n,y,y,
SC1-08,9-Sep-20,F,2020,3,1,12,2,2,30,4,8,4,2,14,37,22,47,2.13,n,n,y,y,lots of browning and physical damage
SC1-09,9-Sep-20,F,2020,0,,,,,,6,0,,,,,,,,n,n,n,y,"basal sprout alive, but no leaves"
SC1-10,9-Sep-20,F,2020,4,3,1234,3,4,76,7,21,4,9,13,106,24,136,5.66,n,n,y,y,leaf cover ~50%; some browning and physical damage
SC1-11,9-Sep-20,F,2020,3,1,123,2,3,31,14,52,4,0,11,47,29,99,3.41,n,n,y,y,some browning and physical damage
SC1-12,9-Sep-20,F,2020,2,3,23,2,3,71,4,1,4,5,5,2,13,8,0.61,n,n,n,y,browning and physical damage
SC1-13,9-Sep-20,F,2020,2,1,2,2,2,30,7,1,10,8,6,6,23,15,0.65,n,n,y,y,
SC1-14,9-Sep-20,F,2020,1,4,2,2,2,90,4,4,5,3,,,,,,y,n,n,y,only 7 leaves total; top is dead
SC1-15,9-Sep-20,F,2020,3,3,123,2,3,71,6,8,10,18,3,3,19,29,1.52,n,n,y,y,many 3s
SC1-16,9-Sep-20,F,2020,3,2,123,3,3,55,8,19,6,4,12,16,26,39,1.5,n,n,y,y,leaf cover a low 3; physical damage and some browning
SC1-17,9-Sep-20,F,2020,3,3,123,2,3,71,6,11,10,8,3,0,19,19,1,y,n,y,y,leaf cover a low 3; some browning and damage
SC1-18,9-Sep-20,F,2020,4,2,12,2,2,50,11,23,10,25,3,4,24,52,2.16,n,n,y,y,browning and physical damage
SC1-19,9-Sep-20,F,2020,4,2,123,2,3,51,12,35,4,7,7,16,23,58,2.52,n,n,y,y,"lots of physical damage, some browning"
SC1-20,9-Sep-20,F,2020,3,3,1234,2,4,72,7,5,9,21,7,19,23,45,1.95,n,n,y,y,leaf cover a low 3; lots of physical damage and some browning
PB1-01,1-Oct-21,F,2021,4,2,12,2,2,50,7,17,3,5,3,6,13,28,2.15,n,n,y,y,main stem dead @ ~1ft; all leaves undersized
PB1-02,1-Oct-21,F,2021,2,4,123,2,3,91,7,6,5,2,4,6,16,14,0.87,n,n,y,y,main stem dead @ ~2ft
PB1-03,1-Oct-21,F,2021,2,4,123,2,3,91,3,2,5,8,4,10,12,20,1.66,n,n,y,y,
PB1-04,1-Oct-21,F,2021,2,3,1234,2,4,72,4,7,5,11,8,15,17,33,1.94,n,n,y,y,main stem dead at ~3ft
PB1-05,1-Oct-21,F,2021,2,3,123,2,3,71,5,6,10,15,4,3,19,24,1.26,n,n,y,y,
PB1-06,1-Oct-21,F,2021,3,3,123,2,3,71,5,8,9,32,11,42,25,82,3.28,n,n,y,y,
PB1-07,1-Oct-21,F,2021,3,4,123,2,3,91,5,10,5,11,3,2,13,23,1.76,n,n,y,y,
PB1-08,1-Oct-21,F,2021,4,2,123,2,3,51,8,21,7,23,5,15,20,59,2.95,n,n,y,y,
PB1-09,1-Oct-21,F,2021,4,4,1234,2,4,92,5,13,5,9,6,32,16,54,3.37,n,n,y,y,
PB1-10,1-Oct-21,F,2021,4,3,123,2,3,71,5,10,4,7,4,19,13,36,2.76,n,n,y,y,
PB1-11,1-Oct-21,F,2021,4,3,123,2,3,71,4,9,7,23,6,20,17,52,3.05,n,n,y,y,
PB1-12,1-Oct-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
PB1-13,1-Oct-21,F,2021,3,3,123,2,3,71,8,24,3,9,4,3,15,36,2.4,y,n,y,y,
PB1-14,1-Oct-21,F,2021,4,3,123,2,3,71,5,9,4,6,7,17,16,32,2,n,n,y,y,
PB1-15,1-Oct-21,F,2021,2,3,123,2,3,71,9,50,3,3,3,5,15,58,3.86,n,n,y,y,
PB1-16,1-Oct-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
PB1-17,1-Oct-21,F,2021,3,3,123,2,3,71,3,8,4,15,11,28,18,51,2.83,n,n,y,y,
PB1-18,1-Oct-21,F,2021,3,2,123,2,3,51,3,5,5,3,11,15,19,23,1.21,n,n,y,y,
PB1-19,1-Oct-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
PB1-20,1-Oct-21,F,2021,1,1,1,1,1,25,10,0,4,3,6,0,20,3,0.15,n,n,n,y,almost leafless
SC1-01,20-Sep-21,F,2021,4,2,123,2,3,51,6,21,6,17,10,30,22,68,3.09,n,n,y,y,
SC1-02,20-Sep-21,F,2021,5,2,12,2,2,50,7,24,5,14,5,18,17,56,3.29,n,n,y,y,
SC1-03,20-Sep-21,F,2021,4,2,12,2,2,50,5,13,5,12,5,11,15,36,2.4,n,n,y,y,damaged by treefall
SC1-04,20-Sep-21,F,2021,4,3,123,2,3,71,6,10,7,21,6,10,19,41,2.15,n,n,y,y,
SC1-05,20-Sep-21,F,2021,4,3,1234,3,4,76,7,29,7,29,10,28,24,86,3.58,n,n,y,y,
SC1-06,20-Sep-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SC1-07,20-Sep-21,F,2021,5,3,123,2,3,71,4,11,12,61,5,10,21,82,3.9,n,n,y,y,
SC1-08,20-Sep-21,F,2021,4,4,1234,3,4,96,4,8,4,6,12,47,20,61,3.05,n,n,y,y,herbivore damage
SC1-09,20-Sep-21,F,2021,5,2,12,2,2,50,7,18,4,8,5,11,16,37,2.31,n,n,y,y,main stem dead
SC1-10,20-Sep-21,F,2021,3,4,1234,3,4,96,8,8,4,4,12,59,24,71,2.95,n,n,y,y,
SC1-11,20-Sep-21,F,2021,4,3,123,2,3,71,10,32,5,16,12,79,27,127,4.7,n,n,y,y,
SC1-12,20-Sep-21,F,2021,5,2,1234,2,4,52,4,14,5,7,3,9,12,30,2.5,n,n,y,y,
SC1-13,20-Sep-21,F,2021,4,2,1234,3,4,56,7,20,8,33,9,21,24,74,3.08,n,n,y,y,
SC1-14,20-Sep-21,F,2021,4,3,1234,2,4,72,5,7,4,6,6,6,15,19,1.26,n,n,y,y,main stem dead
SC1-15,20-Sep-21,F,2021,5,4,1234,2,4,92,12,58,6,26,9,51,27,135,5,n,n,y,y,
SC1-16,20-Sep-21,F,2021,4,3,1234,3,4,76,9,24,3,5,8,10,20,39,1.95,y,n,y,y,
SC1-17,20-Sep-21,F,2021,4,3,123,2,3,71,12,92,3,6,6,21,21,119,5.66,y,n,y,y,
SC1-18,20-Sep-21,F,2021,5,3,1234,2,4,72,18,158,8,30,13,61,39,249,6.38,n,n,y,y,
SC1-19,20-Sep-21,F,2021,5,3,1234,3,4,76,10,79,5,14,7,27,22,120,5.45,n,n,y,y,
SC1-20,20-Sep-21,F,2021,4,3,1234,3,4,76,7,21,10,32,9,35,26,88,3.38,n,n,y,y,leader dead
SB1-01,24-Sep-21,F,2021,1,4,123,3,3,95,7,11,,,,,,,,n,n,y,y,branch #1 represents entire tree
SB1-02,24-Sep-21,F,2021,2,2,12,2,2,50,3,3,4,6,3,2,10,11,1.1,n,n,y,y,
SB1-03,24-Sep-21,F,2021,2,4,123,2,3,91,11,7,,,,,,,,n,n,y,y,branch #1 represents entire tree
SB1-04,24-Sep-21,F,2021,2,3,12,2,2,70,4,7,5,2,3,4,12,13,1.08,n,n,y,y,
SB1-05,24-Sep-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-06,24-Sep-21,F,2021,4,4,123,2,3,91,12,54,8,25,4,4,24,83,3.45,n,n,y,y,
SB1-07,24-Sep-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-08,24-Sep-21,F,2021,1,3,123,2,3,71,4,5,6,8,5,1,15,14,0.93,n,n,y,y,
SB1-09,24-Sep-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-10,24-Sep-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-11,24-Sep-21,F,2021,2,4,123,2,3,91,3,4,4,0,4,5,11,9,0.81,n,n,y,y,main stem dead; new leader
SB1-12,24-Sep-21,F,2021,1,4,123,3,3,95,5,4,3,2,8,5,16,11,0.68,n,n,y,y,
SB1-13,24-Sep-21,F,2021,1,4,1234,2,4,92,4,4,7,11,,,,,,n,n,y,y,main stem dead above 1ft
SB1-14,24-Sep-21,F,2021,3,4,123,2,3,91,5,6,12,82,4,7,21,95,4.52,n,n,y,y,
SB1-15,24-Sep-21,F,2021,4,3,123,2,3,71,6,8,5,5,8,19,19,32,1.68,y,n,y,y,
SB1-16,24-Sep-21,F,2021,3,4,123,2,3,91,7,1,7,12,5,5,19,18,0.94,y,n,y,y,
SB1-17,24-Sep-21,F,2021,4,1,12,2,2,30,7,11,6,11,4,11,17,33,1.94,n,n,y,y,looks much better than other samplings
SB1-18,24-Sep-21,F,2021,2,3,123,2,3,71,4,5,4,3,3,3,11,11,1,n,n,y,y,
SB1-19,24-Sep-21,F,2021,2,4,1234,3,4,96,7,18,6,3,7,2,20,23,1.15,n,n,y,y,
SB1-20,24-Sep-21,F,2021,,,,,,,,,,,,,,,,,,,n,DEAD
PB1-01,21-Jun-21,S,2021,5,3,1234,3,4,76,7,24,3,6,3,22,13,52,4,n,n,y,y,
PB1-02,21-Jun-21,S,2021,2,3,1234,3,4,76,4,7,3,2,3,5,10,14,1.4,n,n,y,y,
PB1-03,21-Jun-21,S,2021,3,3,123,3,3,75,3,10,3,13,5,12,11,35,3.18,n,n,y,y,
PB1-04,21-Jun-21,S,2021,3,2,1234,2,4,52,4,9,7,16,5,11,16,36,2.25,n,n,y,y,
PB1-05,21-Jun-21,S,2021,3,2,1234,2,4,52,4,6,3,9,10,17,17,32,1.88,n,n,y,y,
PB1-06,21-Jun-21,S,2021,4,2,1234,2,4,52,3,8,3,11,6,27,12,46,3.83,n,n,y,y,
PB1-07,21-Jun-21,S,2021,2,3,123,3,3,75,4,8,4,11,3,7,11,26,2.36,n,n,y,y,whitish fuzzy splotches on underside of leaves
PB1-08,21-Jun-21,S,2021,4,2,1234,1,4,48,3,11,4,15,7,38,14,64,4.57,n,n,y,y,
PB1-09,21-Jun-21,S,2021,5,3,1234,3,4,76,3,9,3,9,4,15,10,33,3.3,n,n,y,y,
PB1-10,21-Jun-21,S,2021,4,1,123,2,3,31,3,10,4,19,5,37,12,66,5.5,n,n,y,y,
PB1-11,21-Jun-21,S,2021,4,3,123,2,3,71,3,11,4,10,3,21,10,42,4.2,n,n,y,y,
PB1-12,21-Jun-21,S,2021,,,,,,,,,,,,,,,,,,,n,DEAD
PB1-13,21-Jun-21,S,2021,3,3,123,2,3,71,5,12,3,4,3,3,11,19,1.72,n,n,y,y,
PB1-14,21-Jun-21,S,2021,4,4,1234,3,4,96,3,12,4,19,3,5,10,36,3.6,n,n,y,y,
PB1-15,21-Jun-21,S,2021,3,3,1234,3,4,76,4,16,4,10,3,7,11,33,3,n,n,y,y,white fuzzy under leaf; scarring on leader
PB1-16,21-Jun-21,S,2021,,,,,,,,,,,,,,,,,,,n,DEAD
PB1-17,21-Jun-21,S,2021,4,3,1234,3,4,76,3,15,3,12,3,11,9,38,4.22,n,n,y,y,
PB1-18,21-Jun-21,S,2021,4,3,1234,2,4,72,4,6,5,2,4,4,13,12,0.92,n,n,y,y,
PB1-19,21-Jun-21,S,2021,3,3,123,2,3,71,5,9,4,4,4,12,13,25,1.92,n,n,y,y,
PB1-20,21-Jun-21,S,2021,4,2,123,2,3,51,8,25,9,7,5,6,22,38,1.72,n,n,y,y,
SC1-01,25-Jun-21,S,2021,3,3,1234,3,4,76,4,5,3,9,3,7,10,21,2.1,n,n,y,y,
SC1-02,25-Jun-21,S,2021,4,2,123,2,3,51,4,12,5,16,5,18,14,46,3.28,n,n,y,y,brown splotches on leaves
SC1-03,25-Jun-21,S,2021,4,2,1234,2,4,52,3,13,6,27,4,29,13,69,5.3,n,n,y,y,treefall
SC1-04,25-Jun-21,S,2021,4,3,1234,3,4,76,3,11,5,20,3,15,11,46,4.18,n,n,y,y,brown splotches on leaves
SC1-05,25-Jun-21,S,2021,4,3,1234,4,4,80,7,32,5,34,5,33,17,99,5.82,n,n,y,y,
SC1-06,25-Jun-21,S,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SC1-07,25-Jun-21,S,2021,4,2,1234,3,4,56,3,13,4,13,12,67,19,93,4.89,n,n,y,y,
SC1-08,25-Jun-21,S,2021,4,3,1234,3,4,76,3,12,4,22,3,8,10,42,4.2,n,n,y,y,
SC1-09,25-Jun-21,S,2021,5,2,123,1,3,47,3,19,2,9,2,11,7,39,5.57,n,n,y,y,
SC1-10,25-Jun-21,S,2021,3,3,1234,3,4,76,5,6,4,4,7,18,16,28,1.75,n,n,y,y,
SC1-11,25-Jun-21,S,2021,4,3,1234,3,4,76,4,18,8,41,3,18,15,77,5.13,n,n,y,y,
SC1-12,25-Jun-21,S,2021,4,3,1234,3,4,76,3,7,4,14,3,6,10,27,2.7,n,n,y,y,
SC1-13,25-Jun-21,S,2021,4,1,1234,3,4,36,4,17,6,27,4,11,14,55,3.92,n,n,y,y,
SC1-14,25-Jun-21,S,2021,2,3,1234,2,4,72,3,4,3,6,3,6,9,16,1.77,n,n,y,y,"mostly dead, top broken off"
SC1-15,25-Jun-21,S,2021,5,2,1234,3,4,56,3,20,6,39,6,24,15,83,5.53,n,n,y,y,
SC1-16,25-Jun-21,S,2021,4,2,1234,2,4,52,6,27,5,12,9,56,20,95,4.75,n,n,y,y,
SC1-17,25-Jun-21,S,2021,4,3,1234,3,4,76,4,21,6,29,9,36,19,86,4.52,n,n,y,y,some leaves brown at tips
SC1-18,25-Jun-21,S,2021,5,3,1234,2,4,72,7,45,7,49,5,22,19,116,6.1,n,n,y,y,
SC1-19,25-Jun-21,S,2021,5,2,1234,3,4,56,9,87,4,14,4,28,17,129,7.58,n,n,y,y,
SC1-20,25-Jun-21,S,2021,4,2,1234,2,4,52,4,22,5,31,7,35,16,88,5.5,n,n,y,y,main stem broken
SB1-01,2-Jul-21,S,2021,1,5,34,4,4,120,4,12,,,,,,,,y,n,y,y,branch 1 represents whole living portion of tree
SB1-03,2-Jul-21,S,2021,2,4,12,2,2,90,4,11,,,,,,,,n,n,y,y,branch 1 represnest whole living potion of tree
SB1-02,2-Jul-21,S,2021,3,4,1234,3,4,96,3,3,3,6,3,8,9,17,1.88,n,n,y,y,
SB1-04,2-Jul-21,S,2021,2,4,1234,2,4,92,5,19,3,8,3,5,11,32,2.9,n,n,y,y,three leaders
SB1-05,2-Jul-21,S,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-06,2-Jul-21,S,2021,4,4,1234,3,4,96,4,25,4,6,4,11,12,42,3.5,n,n,y,y,three leaders
SB1-07,2-Jul-21,S,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-08,2-Jul-21,S,2021,1,4,234,2,4,92,1,16,,,,,,,,n,n,y,y,branch 1 represents all of living tree
SB1-09,2-Jul-21,S,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-10,2-Jul-21,S,2021,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-11,2-Jul-21,S,2021,2,5,1234,3,4,116,3,4,3,0,4,6,10,10,1,n,n,n,y,main stem dead; basal sprout assessed; all leaves have BLD; some insect damage
SB1-12,2-Jul-21,S,2021,2,3,123,2,3,71,5,4,3,2,7,6,15,12,0.8,n,n,y,y,all leaves are under-sized; some discoloration; some insect damage
SB1-13,2-Jul-21,S,2021,1,3,23,3,3,75,7,4,8,12,,,,,,n,n,y,y,"top 3/4 dead; all leaves under-sized, some very small"
SB1-14,2-Jul-21,S,2021,4,3,2134,3,4,76,4,7,3,8,11,158,18,173,9.61,n,n,y,y,nearly 75% BLD; non-BLD leaves are mostly undersized; some brown/curl and minor insect damage
SB1-15,2-Jul-21,S,2021,4,4,1234,2,4,92,3,11,5,10,3,6,11,27,2.45,n,n,y,y,
SB1-16,2-Jul-21,S,2021,4,4,1234,3,4,96,7,26,5,28,4,13,16,67,4.18,n,n,y,y,
SB1-17,2-Jul-21,S,2021,4,2,12,1,2,46,3,2,4,10,3,12,10,24,2.4,n,n,n,y,
SB1-18,2-Jul-21,S,2021,2,2,24,1,4,48,3,6,3,3,4,5,10,14,1.4,n,n,n,y,
SB1-19,2-Jul-21,S,2021,4,2,1234,2,4,52,3,20,4,10,5,25,12,55,4.58,n,n,y,y,
SB1-20,2-Jul-21,S,2021,,,,,,,,,,,,,,,,,,,y,"appears to be dead, but some flexibility in stems"
SC1-01,12-Jul-22,S,2022,4,4,1234,3,4,96,6,29,6,28,8,59,20,116,5.8,n,n,y,y,
SC1-02,12-Jul-22,S,2022,4,4,1234,3,4,96,5,10,6,21,5,17,16,48,3,y,n,y,y,nearly 100% BLD
SC1-03,12-Jul-22,S,2022,5,3,123,2,3,71,6,9,7,27,8,16,21,52,2.47,n,n,y,y,
SC1-04,12-Jul-22,S,2022,4,4,1234,3,4,96,5,3,8,12,7,6,20,21,1.05,y,n,y,y,
SC1-05,12-Jul-22,S,2022,4,4,1234,3,4,96,5,22,3,5,7,14,15,41,2.73,n,n,y,y,
SC1-06,12-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,dead
SC1-07,12-Jul-22,S,2022,4,4,1234,3,4,96,3,11,12,79,6,8,21,98,4.66,n,n,y,y,
SC1-08,12-Jul-22,S,2022,3,4,1234,3,4,96,4,7,5,8,12,31,21,46,2.19,n,n,y,y,
SC1-09,12-Jul-22,S,2022,5,4,123,2,3,91,3,2,5,8,3,4,11,14,1.27,n,n,y,y,main stem dead (died last year?)
SC1-10,12-Jul-22,S,2022,3,4,1234,2,4,92,6,2,4,7,13,55,23,64,2.78,n,n,y,y,
SC1-11,12-Jul-22,S,2022,4,5,1234,3,4,116,10,28,6,12,3,8,19,48,2.52,y,n,y,y,
SC1-12,12-Jul-22,S,2022,3,4,1234,3,4,96,4,2,4,6,5,2,13,10,0.76,n,n,y,y,
SC1-13,12-Jul-22,S,2022,3,4,1234,4,4,100,7,20,8,33,5,14,20,67,3.35,n,n,y,y,
SC1-14,12-Jul-22,S,2022,5,4,1234,2,4,92,7,33,4,25,,,,,,y,n,y,y,main stem dead/broken at ~1.5ft
SC1-15,12-Jul-22,S,2022,4,4,1234,3,4,96,9,21,10,22,10,37,29,80,2.75,n,n,y,y,
SC1-16,12-Jul-22,S,2022,5,4,1234,3,4,96,11,48,7,19,12,38,30,105,3.5,n,n,y,y,tag chewed
SC1-17,12-Jul-22,S,2022,4,4,1234,3,4,96,12,73,3,6,3,4,18,83,4.61,y,n,y,y,nearly 100% BLD
SC1-18,12-Jul-22,S,2022,4,4,1234,2,4,92,4,6,18,121,12,28,34,155,4.55,n,n,y,y,
SC1-19,12-Jul-22,S,2022,4,4,1234,2,4,92,4,1,7,30,6,15,17,46,2.7,n,n,y,y,
SC1-20,12-Jul-22,S,2022,4,4,1234,3,4,96,10,26,9,34,9,39,28,99,3.53,y,n,n,y,nearly 100% BLD; main stem broken at ~5ft
SC1-01,3-Oct-22,F,2022,4,4,1234,3,4,96,5,25,6,23,9,56,20,104,5.2,n,n,n,y,
SC1-02,3-Oct-22,F,2022,3,5,1234,2,4,112,4,4,7,21,5,14,16,39,2.43,n,n,n,y,100% BLD
