Tree,Direction,Species,Cover Class
874,S,Buckthorn,0
874,S,Lonicera,0
874,S,Rubus,0
874,S,Lindera,0
874,S,Maple Vib,0
43,N,Buckthorn,0
43,N,Rose,0
43,N,Lonicera,0
43,N,Rubus,0
43,N,Maple Vib,0
43,S,Buckthorn,0
43,S,Rose,0
43,S,Privet,0
43,S,Lonicera,0
43,S,Lindera,0
43,S,Maple Vib,0
46,N,Lonicera,0
46,N,Rubus,0
46,N,Lindera,0
46,N,Maple Vib,0
46,S,Lonicera,0
46,S,Lindera,0
38,N,Rose,0
38,N,Privet,0
38,N,Rubus,0
38,N,Lindera,0
38,N,Maple Vib,0
38,S,Rose,0
38,S,Privet,0
38,S,Lonicera,0
38,S,Rubus,0
38,S,Lindera,0
38,S,Maple Vib,0
860,N,Buckthorn,0
860,N,Privet,0
860,N,Lonicera,0
860,N,Rubus,0
860,N,Lindera,0
860,N,Maple Vib,0
860,S,Privet,0
860,S,Lonicera,0
860,S,Rubus,0
860,S,Lindera,0
860,S,Maple Vib,0
39,N,Privet,0
39,N,Lonicera,0
39,N,Lindera,0
39,N,Maple Vib,0
39,S,Privet,0
39,S,Lonicera,0
39,S,Rubus,0
39,S,Lindera,0
39,S,Maple Vib,0
50,N,Privet,0
50,N,Lonicera,0
50,S,Privet,0
50,S,Lonicera,0
50,S,Lindera,0
50,S,Maple Vib,0
71,N,Privet,0
71,N,Lonicera,0
71,N,Lindera,0
71,N,Maple Vib,0
71,S,Privet,0
71,S,Lonicera,0
71,S,Rubus,0
71,S,Lindera,0
71,S,Maple Vib,0
78,N,Rose,0
78,N,Privet,0
78,N,Lonicera,0
78,N,Lindera,0
78,N,Maple Vib,0
78,S,Privet,0
78,S,Lonicera,0
78,S,Rubus,0
78,S,Lindera,0
78,S,Maple Vib,0
389,N,Buckthorn,0
389,N,Rose,0
389,N,Privet,0
389,N,Lindera,0
389,S,Privet,0
389,S,Lonicera,0
389,S,Lindera,0
389,S,Maple Vib,0
22,N,Privet,0
22,N,Lonicera,0
22,N,Lindera,0
22,N,Maple Vib,0
22,S,Privet,0
22,S,Lindera,0
27,N,Maple Vib,0
27,S,Privet,0
27,S,Lonicera,0
27,S,Lindera,0
27,S,Maple Vib,0
35,N,Buckthorn,0
35,N,Privet,0
35,N,Lonicera,0
35,N,Lindera,0
35,N,Maple Vib,0
35,S,Buckthorn,0
35,S,Privet,0
35,S,Lindera,0
35,S,Maple Vib,0
25,N,Lonicera,0
25,N,Lindera,0
25,N,Maple Vib,0
25,S,Buckthorn,0
25,S,Privet,0
25,S,Lonicera,0
25,S,Lindera,0
59,N,Privet,0
59,N,Lonicera,0
59,N,Lindera,0
59,N,Maple Vib,0
59,S,Lonicera,0
193,N,Privet,0
193,N,Lonicera,0
193,N,Rubus,0
193,N,Lindera,0
193,N,Maple Vib,0
193,S,Privet,0
193,S,Lindera,0
193,S,Maple Vib,0
172,N,Rose,0
172,N,Privet,0
172,N,Lonicera,0
172,N,Lindera,0
172,S,Rose,0
172,S,Privet,0
172,S,Lonicera,0
172,S,Rubus,0
172,S,Lindera,0
172,S,Maple Vib,0
391,N,Privet,0
391,N,Rubus,0
391,N,Lindera,0
391,N,Maple Vib,0
391,S,Privet,0
391,S,Lonicera,0
391,S,Lindera,0
391,S,Maple Vib,0
10,N,Privet,0
10,N,Lonicera,0
10,N,Rubus,0
10,N,Lindera,0
10,N,Maple Vib,0
10,S,Privet,0
10,S,Lonicera,0
10,S,Rubus,0
10,S,Maple Vib,0
6,N,Privet,0
6,N,Lonicera,0
6,N,Rubus,0
6,N,Lindera,0
6,N,Maple Vib,0
6,S,Privet,0
6,S,Lonicera,0
6,S,Rubus,0
6,S,Maple Vib,0
11,N,Rose,0
11,N,Privet,0
11,N,Lonicera,0
11,N,Rubus,0
11,N,Lindera,0
11,N,Maple Vib,0
11,S,Rose,0
11,S,Privet,0
11,S,Lonicera,0
11,S,Lindera,0
11,S,Maple Vib,0
4,N,Privet,0
4,N,Lonicera,0
4,N,Rubus,0
4,N,Maple Vib,0
4,S,Buckthorn,0
4,S,Rose,0
4,S,Privet,0
4,S,Lonicera,0
4,S,Rubus,0
4,S,Lindera,0
4,S,Maple Vib,0
167,N,Rose,0
167,N,Privet,0
167,N,Lonicera,0
167,N,Rubus,0
167,N,Maple Vib,0
167,S,Buckthorn,0
167,S,Rose,0
167,S,Privet,0
167,S,Lonicera,0
167,S,Rubus,0
167,S,Lindera,0
167,S,Maple Vib,0
5,N,Rose,0
5,N,Privet,0
5,N,Lonicera,0
5,N,Rubus,0
5,N,Lindera,0
5,N,Maple Vib,0
5,S,Rose,0
5,S,Privet,0
5,S,Lonicera,0
5,S,Rubus,0
5,S,Lindera,0
5,S,Maple Vib,0
13,N,Privet,0
13,N,Lonicera,0
13,N,Rubus,0
13,N,Maple Vib,0
13,S,Rose,0
13,S,Privet,0
13,S,Lonicera,0
13,S,Rubus,0
13,S,Maple Vib,0
8,N,Privet,0
8,N,Lonicera,0
8,N,Rubus,0
8,N,Maple Vib,0
8,S,Rose,0
8,S,Privet,0
8,S,Lonicera,0
8,S,Rubus,0
8,S,Lindera,0
8,S,Maple Vib,0
16,N,Privet,0
16,N,Rubus,0
16,N,Maple Vib,0
16,S,Rose,0
16,S,Privet,0
16,S,Lonicera,0
16,S,Rubus,0
16,S,Maple Vib,0
15,N,Rose,0
15,N,Lonicera,0
15,N,Rubus,0
15,N,Lindera,0
15,N,Maple Vib,0
15,S,Rose,0
15,S,Privet,0
15,S,Lonicera,0
15,S,Rubus,0
19,N,Buckthorn,0
19,N,Privet,0
19,N,Lonicera,0
19,N,Maple Vib,0
19,S,Rose,0
19,S,Privet,0
19,S,Lonicera,0
19,S,Rubus,0
19,S,Maple Vib,0
20,N,Rose,0
20,N,Privet,0
20,N,Lonicera,0
20,N,Rubus,0
20,N,Lindera,0
20,N,Maple Vib,0
20,S,Privet,0
20,S,Lonicera,0
20,S,Rubus,0
20,S,Maple Vib,0
145,N,Rose,0
145,N,Privet,0
145,N,Lonicera,0
145,N,Rubus,0
145,N,Lindera,0
145,N,Maple Vib,0
145,S,Rose,0
145,S,Privet,0
145,S,Lonicera,0
145,S,Rubus,0
145,S,Maple Vib,0
18,N,Rose,0
18,N,Lonicera,0
18,N,Rubus,0
18,N,Lindera,0
18,N,Maple Vib,0
18,S,Rose,0
18,S,Rubus,0
18,S,Lindera,0
18,S,Maple Vib,0
173,N,Buckthorn,0
173,N,Rose,0
173,N,Lonicera,0
173,N,Rubus,0
173,N,Lindera,0
173,N,Maple Vib,0
173,S,Rose,0
173,S,Privet,0
173,S,Rubus,0
173,S,Lindera,0
173,S,Maple Vib,0
149,N,Privet,0
149,N,Lonicera,0
149,N,Maple Vib,0
149,S,Buckthorn,0
149,S,Privet,0
149,S,Lonicera,0
149,S,Maple Vib,0
150,N,Buckthorn,0
150,N,Rose,0
150,N,Privet,0
150,N,Lonicera,0
150,N,Rubus,0
150,N,Maple Vib,0
150,S,Rose,0
150,S,Privet,0
150,S,Lonicera,0
150,S,Maple Vib,0
146,N,Privet,0
146,N,Maple Vib,0
146,S,Privet,0
146,S,Rubus,0
146,S,Maple Vib,0
153,N,Privet,0
153,N,Lonicera,0
153,N,Maple Vib,0
153,S,Privet,0
153,S,Lonicera,0
147,N,Privet,0
147,N,Maple Vib,0
147,S,Privet,0
147,S,Maple Vib,0
148,N,Privet,0
148,N,Maple Vib,0
148,S,Privet,0
148,S,Lonicera,0
63,N,Privet,0
63,N,Rubus,0
63,N,Lindera,0
63,N,Maple Vib,0
63,S,Privet,0
63,S,Rubus,0
63,S,Lindera,0
63,S,Maple Vib,0
152,N,Lonicera,0
152,N,Rubus,0
152,N,Maple Vib,0
152,S,Privet,0
152,S,Lonicera,0
152,S,Rubus,0
152,S,Lindera,0
152,S,Maple Vib,0
930,N,Privet,0
930,N,Maple Vib,0
930,S,Maple Vib,0
55,N,Buckthorn,0
55,N,Privet,0
55,N,Lonicera,0
55,N,Lindera,0
55,N,Maple Vib,0
55,S,Privet,0
55,S,Lonicera,0
55,S,Lindera,0
55,S,Maple Vib,0
54,N,Rose,0
54,N,Privet,0
54,N,Lindera,0
54,N,Maple Vib,0
54,S,Privet,0
54,S,Lonicera,0
54,S,Lindera,0
54,S,Maple Vib,0
151,N,Buckthorn,0
151,N,Privet,0
151,N,Lonicera,0
151,N,Rubus,0
151,N,Lindera,0
151,N,Maple Vib,0
151,S,Buckthorn,0
151,S,Rose,0
151,S,Privet,0
151,S,Lonicera,0
151,S,Rubus,0
151,S,Maple Vib,0
52,N,Privet,0
52,N,Lonicera,0
52,N,Rubus,0
52,N,Maple Vib,0
52,S,Privet,0
52,S,Lonicera,0
52,S,Maple Vib,0
53,N,Privet,0
53,N,Lonicera,0
53,N,Maple Vib,0
53,S,Privet,0
53,S,Lonicera,0
53,S,Maple Vib,0
40,N,Buckthorn,0
40,N,Privet,0
40,N,Lonicera,0
40,N,Rubus,0
40,N,Maple Vib,0
40,S,Privet,0
40,S,Lonicera,0
40,S,Rubus,0
40,S,Lindera,0
40,S,Maple Vib,0
65,N,Privet,0
65,N,Lonicera,0
65,N,Maple Vib,0
65,S,Rose,0
65,S,Privet,0
65,S,Lonicera,0
65,S,Lindera,0
65,S,Maple Vib,0
60,N,Rose,0
60,N,Privet,0
60,N,Lonicera,0
60,N,Lindera,0
60,N,Maple Vib,0
60,S,Privet,0
60,S,Lindera,0
60,S,Maple Vib,0
56,N,Privet,0
56,N,Lonicera,0
56,N,Maple Vib,0
56,S,Privet,0
56,S,Lonicera,0
56,S,Maple Vib,0
58,S,Rose,
895,N,Rubus,
