Tree,Species,Direction,Cover Class,,
34,Buckthorn,S,0,,
34,Multiflora rose,S,2,,
34,Honeysuckle,S,0,,
34,Privet,S,0,,
34,Spicebush,S,0,,
34,Rubus,S,1,,
34,Mapleleaf viburnum,S,0,,
978,Buckthorn,N,0,,
978,Multiflora rose,N,0,,
978,Honeysuckle,N,0,,
978,Privet,N,0,,
978,Spicebush,N,0,,
978,Rubus,N,0,,
978,Mapleleaf viburnum,N,0,,
978,Buckthorn,S,0,,
978,Multiflora rose,S,0,,
978,Honeysuckle,S,0,,
978,Privet,S,0,,
978,Spicebush,S,0,,
978,Rubus,S,0,,
978,Mapleleaf viburnum,S,0,,
29,Buckthorn,N,1,,
29,Multiflora rose,N,1,,
29,Honeysuckle,N,0,,
29,Privet,N,0,,
29,Spicebush,N,0,,
29,Rubus,N,1,,
29,Mapleleaf viburnum,N,0,,
29,Buckthorn,S,1,,
29,Multiflora rose,S,1,,
29,Honeysuckle,S,0,,
29,Privet,S,0,,
29,Spicebush,S,1,,
29,Rubus,S,1,,
29,Mapleleaf viburnum,S,0,,
393,Buckthorn,N,0,,
393,Multiflora rose,N,1,,
393,Honeysuckle,N,0,,
393,Privet,N,0,,
393,Spicebush,N,0,,
393,Rubus,N,0,,
393,Mapleleaf viburnum,N,0,,
393,Buckthorn,S,1,,
393,Multiflora rose,S,1,,
393,Honeysuckle,S,0,,
393,Privet,S,0,,
393,Spicebush,S,0,,
393,Rubus,S,0,,
393,Mapleleaf viburnum,S,0,,
32,Buckthorn,N,1,,
32,Multiflora rose,N,1,,
32,Honeysuckle,N,1,,
32,Privet,N,0,,
32,Spicebush,N,1,,
32,Rubus,N,0,,
32,Mapleleaf viburnum,N,0,,
32,Buckthorn,S,1,,
32,Multiflora rose,S,1,,
32,Honeysuckle,S,0,,
32,Privet,S,0,,
32,Spicebush,S,1,,
32,Rubus,S,1,,
32,Mapleleaf viburnum,S,0,,
392,Buckthorn,N,0,,
392,Multiflora rose,N,3,,
392,Honeysuckle,N,0,,
392,Privet,N,0,,
392,Spicebush,N,0,,
392,Rubus,N,0,,
392,Mapleleaf viburnum,N,0,,
392,Buckthorn,S,1,,
392,Multiflora rose,S,1,,
392,Honeysuckle,S,0,,
392,Privet,S,0,,
392,Spicebush,S,0,,
392,Rubus,S,0,,
392,Mapleleaf viburnum,S,1,,
22,Buckthorn,N,1,,
22,Multiflora rose,N,2,,
22,Honeysuckle,N,0,,
22,Privet,N,0,,
22,Spicebush,N,0,,
22,Rubus,N,0,,
22,Mapleleaf viburnum,N,0,,
22,Buckthorn,S,1,,
22,Multiflora rose,S,1,,
22,Honeysuckle,S,1,,
22,Privet,S,0,,
22,Spicebush,S,0,,
22,Rubus,S,0,,
22,Mapleleaf viburnum,S,0,,
281,Buckthorn,N,1,,
281,Multiflora rose,N,1,,
281,Honeysuckle,N,1,,
281,Privet,N,0,,
281,Spicebush,N,0,,
281,Rubus,N,0,,
281,Mapleleaf viburnum,N,0,,
281,Buckthorn,S,1,,
281,Multiflora rose,S,1,,
281,Honeysuckle,S,1,,
281,Privet,S,0,,
281,Spicebush,S,0,,
281,Rubus,S,1,,
281,Mapleleaf viburnum,S,1,,
33,Buckthorn,N,0,,
33,Multiflora rose,N,2,,
33,Honeysuckle,N,0,,
33,Privet,N,0,,
33,Spicebush,N,1,,
33,Rubus,N,1,,
33,Mapleleaf viburnum,N,0,,
33,Buckthorn,S,1,,
33,Multiflora rose,S,1,,
33,Honeysuckle,S,0,,
33,Privet,S,0,,
33,Spicebush,S,1,,
33,Rubus,S,1,,
33,Mapleleaf viburnum,S,0,,
276,Buckthorn,N,0,,
276,Multiflora rose,N,4,,
276,Honeysuckle,N,0,,
276,Privet,N,0,,
276,Spicebush,N,0,,
276,Rubus,N,1,,
276,Mapleleaf viburnum,N,0,,
276,Buckthorn,S,1,,
276,Multiflora rose,S,1,,
276,Honeysuckle,S,1,,
276,Privet,S,0,,
276,Spicebush,S,0,,
276,Rubus,S,1,,
276,Mapleleaf viburnum,S,0,,
27,Buckthorn,N,1,,
27,Multiflora rose,N,1,,
27,Honeysuckle,N,1,,
27,Privet,N,1,,
27,Spicebush,N,0,,
27,Rubus,N,1,,
27,Mapleleaf viburnum,N,1,,
27,Buckthorn,S,1,,
27,Multiflora rose,S,0,,
27,Honeysuckle,S,0,,
27,Privet,S,0,,
27,Spicebush,S,1,,
27,Rubus,S,0,,
27,Mapleleaf viburnum,S,0,,
285,Buckthorn,N,0,,
285,Multiflora rose,N,3,,
285,Honeysuckle,N,0,,
285,Privet,N,0,,
285,Spicebush,N,0,,
285,Rubus,N,1,,
285,Mapleleaf viburnum,N,0,,
285,Buckthorn,S,1,,
285,Multiflora rose,S,1,,
285,Honeysuckle,S,0,,
285,Privet,S,0,,
285,Spicebush,S,0,,
285,Rubus,S,0,,
285,Mapleleaf viburnum,S,0,,
929,Buckthorn,N,0,,
929,Multiflora rose,N,1,,
929,Honeysuckle,N,0,,
929,Privet,N,0,,
929,Spicebush,N,0,,
929,Rubus,N,0,,
929,Mapleleaf viburnum,N,0,,
929,Buckthorn,S,1,,
929,Multiflora rose,S,0,,
929,Honeysuckle,S,0,,
929,Privet,S,0,,
929,Spicebush,S,1,,
929,Rubus,S,0,,
929,Mapleleaf viburnum,S,0,,
26,Buckthorn,N,1,,
26,Multiflora rose,N,1,,
26,Honeysuckle,N,1,,
26,Privet,N,1,,
26,Spicebush,N,0,,
26,Rubus,N,1,,
26,Mapleleaf viburnum,N,1,,
26,Buckthorn,S,1,,
26,Multiflora rose,S,0,,
26,Honeysuckle,S,0,,
26,Privet,S,0,,
26,Spicebush,S,1,,
26,Rubus,S,0,,
26,Mapleleaf viburnum,S,0,,
35,Buckthorn,N,1,,
35,Multiflora rose,N,1,,
35,Honeysuckle,N,0,,
35,Privet,N,0,,
35,Spicebush,N,1,,
35,Rubus,N,0,,
35,Mapleleaf viburnum,N,0,,
35,Buckthorn,S,1,,
35,Multiflora rose,S,3,,
35,Honeysuckle,S,0,,
35,Privet,S,0,,
35,Spicebush,S,0,,
35,Rubus,S,1,,
35,Mapleleaf viburnum,S,0,,
31,Buckthorn,N,1,,
31,Multiflora rose,N,1,,
31,Honeysuckle,N,0,,
31,Privet,N,1,,
31,Spicebush,N,0,,
31,Rubus,N,1,,
31,Mapleleaf viburnum,N,0,,
31,Buckthorn,S,0,,
31,Multiflora rose,S,1,,
31,Honeysuckle,S,0,,
31,Privet,S,0,,
31,Spicebush,S,0,,
31,Rubus,S,1,,
31,Mapleleaf viburnum,S,0,,
275,Buckthorn,N,1,,
275,Multiflora rose,N,2,,
275,Honeysuckle,N,0,,
275,Privet,N,0,,
275,Spicebush,N,0,,
275,Rubus,N,1,,
275,Mapleleaf viburnum,N,0,,
275,Buckthorn,S,1,,
275,Multiflora rose,S,2,,
275,Honeysuckle,S,0,,
275,Privet,S,0,,
275,Spicebush,S,0,,
275,Rubus,S,1,,
275,Mapleleaf viburnum,S,0,,
42,Buckthorn,N,0,,
42,Multiflora rose,N,3,,
42,Honeysuckle,N,0,,
42,Privet,N,0,,
42,Spicebush,N,0,,
42,Rubus,N,1,,
42,Mapleleaf viburnum,N,0,,
42,Buckthorn,S,0,,
42,Multiflora rose,S,2,,
42,Honeysuckle,S,0,,
42,Privet,S,0,,
42,Spicebush,S,0,,
42,Rubus,S,1,,
42,Mapleleaf viburnum,S,0,,
286,Buckthorn,N,1,,
286,Multiflora rose,N,1,,
286,Honeysuckle,N,0,,
286,Privet,N,0,,
286,Spicebush,N,0,,
286,Rubus,N,1,,
286,Mapleleaf viburnum,N,1,,
286,Buckthorn,S,1,,
286,Multiflora rose,S,2,,
286,Honeysuckle,S,0,,
286,Privet,S,0,,
286,Spicebush,S,0,,
286,Rubus,S,0,,
286,Mapleleaf viburnum,S,1,,
41,Buckthorn,N,0,,
41,Multiflora rose,N,1,,
41,Honeysuckle,N,1,,
41,Privet,N,0,,
41,Spicebush,N,0,,
41,Rubus,N,1,,
41,Mapleleaf viburnum,N,0,,
41,Buckthorn,S,1,,
41,Multiflora rose,S,1,,
41,Honeysuckle,S,1,,
41,Privet,S,0,,
41,Spicebush,S,0,,
41,Rubus,S,1,,
41,Mapleleaf viburnum,S,0,,
304,Buckthorn,N,0,,
304,Multiflora rose,N,0,,
304,Honeysuckle,N,0,,
304,Privet,N,0,,
304,Spicebush,N,0,,
304,Rubus,N,0,,
304,Mapleleaf viburnum,N,0,,
304,Buckthorn,S,0,,
304,Multiflora rose,S,1,,
304,Honeysuckle,S,0,,
304,Privet,S,0,,
304,Spicebush,S,0,,
304,Rubus,S,0,,
304,Mapleleaf viburnum,S,0,,
911,Buckthorn,N,1,,
911,Multiflora rose,N,1,,
911,Honeysuckle,N,0,,
911,Privet,N,0,,
911,Spicebush,N,0,,
911,Rubus,N,1,,
911,Mapleleaf viburnum,N,0,,
911,Buckthorn,S,1,,
911,Multiflora rose,S,2,,
911,Honeysuckle,S,0,,
911,Privet,S,1,,
911,Spicebush,S,1,,
911,Rubus,S,1,,
911,Mapleleaf viburnum,S,0,,
45,Buckthorn,N,1,,
45,Multiflora rose,N,1,,
45,Honeysuckle,N,0,,
45,Privet,N,0,,
45,Spicebush,N,0,,
45,Rubus,N,1,,
45,Mapleleaf viburnum,N,0,,
45,Buckthorn,S,1,,
45,Multiflora rose,S,2,,
45,Honeysuckle,S,0,,
45,Privet,S,1,,
45,Spicebush,S,1,,
45,Rubus,S,1,,
45,Mapleleaf viburnum,S,0,,
961,Buckthorn,N,1,,
961,Multiflora rose,N,2,,
961,Honeysuckle,N,0,,
961,Privet,N,0,,
961,Spicebush,N,0,,
961,Rubus,N,1,,
961,Mapleleaf viburnum,N,0,,
961,Buckthorn,S,0,,
961,Multiflora rose,S,0,,
961,Honeysuckle,S,1,,
961,Privet,S,0,,
961,Spicebush,S,0,,
961,Rubus,S,1,,
961,Mapleleaf viburnum,S,0,,
52,Buckthorn,N,1,,
52,Multiflora rose,N,2,,
52,Honeysuckle,N,0,,
52,Privet,N,0,,
52,Spicebush,N,1,,
52,Rubus,N,1,,
52,Mapleleaf viburnum,N,1,,
52,Buckthorn,S,1,,
52,Multiflora rose,S,4,,
52,Honeysuckle,S,0,,
52,Privet,S,0,,
52,Spicebush,S,1,,
52,Rubus,S,0,,
52,Mapleleaf viburnum,S,0,,
53,Buckthorn,N,1,,
53,Multiflora rose,N,4,,
53,Honeysuckle,N,0,,
53,Privet,N,0,,
53,Spicebush,N,1,,
53,Rubus,N,0,,
53,Mapleleaf viburnum,N,0,,
53,Buckthorn,S,1,,
53,Multiflora rose,S,4,,
53,Honeysuckle,S,0,,
53,Privet,S,0,,
53,Spicebush,S,1,,
53,Rubus,S,0,,
53,Mapleleaf viburnum,S,0,,
40,Buckthorn,N,1,,
40,Multiflora rose,N,1,,
40,Honeysuckle,N,0,,
40,Privet,N,0,,
40,Spicebush,N,1,,
40,Rubus,N,0,,
40,Mapleleaf viburnum,N,0,,
40,Buckthorn,S,1,,
40,Multiflora rose,S,1,,
40,Honeysuckle,S,0,,
40,Privet,S,1,,
40,Spicebush,S,0,,
40,Rubus,S,0,,
40,Mapleleaf viburnum,S,0,,
50,Buckthorn,N,1,,
50,Multiflora rose,N,1,,
50,Honeysuckle,N,0,,
50,Privet,N,0,,
50,Spicebush,N,1,,
50,Rubus,N,1,,
50,Mapleleaf viburnum,N,0,,
50,Buckthorn,S,1,,
50,Multiflora rose,S,3,,
50,Honeysuckle,S,0,,
50,Privet,S,0,,
50,Spicebush,S,1,,
50,Rubus,S,0,,
50,Mapleleaf viburnum,S,1,,
936,Buckthorn,N,1,,
936,Multiflora rose,N,0,,
936,Honeysuckle,N,0,,
936,Privet,N,0,,
936,Spicebush,N,0,,
936,Rubus,N,0,,
936,Mapleleaf viburnum,N,0,,
936,Buckthorn,S,0,,
936,Multiflora rose,S,1,,
936,Honeysuckle,S,0,,
936,Privet,S,0,,
936,Spicebush,S,0,,
936,Rubus,S,1,,
936,Mapleleaf viburnum,S,0,,
39,Buckthorn,N,0,,
39,Multiflora rose,N,2,,
39,Honeysuckle,N,0,,
39,Privet,N,0,,
39,Spicebush,N,0,,
39,Rubus,N,1,,
39,Mapleleaf viburnum,N,0,,
39,Buckthorn,S,0,,
39,Multiflora rose,S,1,,
39,Honeysuckle,S,0,,
39,Privet,S,0,,
39,Spicebush,S,0,,
39,Rubus,S,0,,
39,Mapleleaf viburnum,S,0,,
378,Buckthorn,N,0,,
378,Multiflora rose,N,1,,
378,Honeysuckle,N,1,,
378,Privet,N,0,,
378,Spicebush,N,0,,
378,Rubus,N,1,,
378,Mapleleaf viburnum,N,0,,
378,Buckthorn,S,0,,
378,Multiflora rose,S,1,,
378,Honeysuckle,S,0,,
378,Privet,S,0,,
378,Spicebush,S,0,,
378,Rubus,S,1,,
378,Mapleleaf viburnum,S,1,,
151,Buckthorn,N,0,,
151,Multiflora rose,N,2,,
151,Honeysuckle,N,0,,
151,Privet,N,0,,
151,Spicebush,N,0,,
151,Rubus,N,0,,
151,Mapleleaf viburnum,N,0,,
151,Buckthorn,S,0,,
151,Multiflora rose,S,1,,
151,Honeysuckle,S,1,,
151,Privet,S,0,,
151,Spicebush,S,1,,
151,Rubus,S,0,,
151,Mapleleaf viburnum,S,0,,
341,Buckthorn,N,0,,
341,Multiflora rose,N,1,,
341,Honeysuckle,N,0,,
341,Privet,N,0,,
341,Spicebush,N,0,,
341,Rubus,N,1,,
341,Mapleleaf viburnum,N,0,,
341,Buckthorn,S,0,,
341,Multiflora rose,S,1,,
341,Honeysuckle,S,0,,
341,Privet,S,0,,
341,Spicebush,S,0,,
341,Rubus,S,1,,
341,Mapleleaf viburnum,S,0,,
43,Buckthorn,N,0,,
43,Multiflora rose,N,1,,
43,Honeysuckle,N,0,,
43,Privet,N,1,,
43,Spicebush,N,1,,
43,Rubus,N,0,,
43,Mapleleaf viburnum,N,0,,
43,Buckthorn,S,0,,
43,Multiflora rose,S,1,,
43,Honeysuckle,S,0,,
43,Privet,S,0,,
43,Spicebush,S,0,,
43,Rubus,S,1,,
43,Mapleleaf viburnum,S,0,,
342,Buckthorn,N,1,,
342,Multiflora rose,N,1,,
342,Honeysuckle,N,1,,
342,Privet,N,0,,
342,Spicebush,N,0,,
342,Rubus,N,1,,
342,Mapleleaf viburnum,N,0,,
342,Buckthorn,S,1,,
342,Multiflora rose,S,1,,
342,Honeysuckle,S,0,,
342,Privet,S,0,,
342,Spicebush,S,0,,
342,Rubus,S,1,,
342,Mapleleaf viburnum,S,0,,
874,Buckthorn,N,1,,
874,Multiflora rose,N,1,,
874,Honeysuckle,N,1,,
874,Privet,N,0,,
874,Spicebush,N,1,,
874,Rubus,N,0,,
874,Mapleleaf viburnum,N,0,,
874,Buckthorn,S,0,,
874,Multiflora rose,S,0,,
874,Honeysuckle,S,0,,
874,Privet,S,1,,
874,Spicebush,S,1,,
874,Rubus,S,0,,
874,Mapleleaf viburnum,S,0,,
301,Buckthorn,N,1,,
301,Multiflora rose,N,1,,
301,Honeysuckle,N,0,,
301,Privet,N,0,,
301,Spicebush,N,0,,
301,Rubus,N,1,,
301,Mapleleaf viburnum,N,1,,
301,Buckthorn,S,1,,
301,Multiflora rose,S,1,,
301,Honeysuckle,S,0,,
301,Privet,S,0,,
301,Spicebush,S,0,,
301,Rubus,S,1,,
301,Mapleleaf viburnum,S,1,,
38,Buckthorn,N,1,,
38,Multiflora rose,N,1,,
38,Honeysuckle,N,0,,
38,Privet,N,0,,
38,Spicebush,N,0,,
38,Rubus,N,1,,
38,Mapleleaf viburnum,N,0,,
38,Buckthorn,S,0,,
38,Multiflora rose,S,2,,
38,Honeysuckle,S,0,,
38,Privet,S,0,,
38,Spicebush,S,0,,
38,Rubus,S,1,,
38,Mapleleaf viburnum,S,0,,
379,Buckthorn,N,0,,
379,Multiflora rose,N,0,,
379,Honeysuckle,N,1,,
379,Privet,N,0,,
379,Spicebush,N,0,,
379,Rubus,N,1,,
379,Mapleleaf viburnum,N,0,,
379,Buckthorn,S,1,,
379,Multiflora rose,S,1,,
379,Honeysuckle,S,0,,
379,Privet,S,0,,
379,Spicebush,S,0,,
379,Rubus,S,1,,
379,Mapleleaf viburnum,S,0,,
860,Buckthorn,N,1,,
860,Multiflora rose,N,1,,
860,Honeysuckle,N,0,,
860,Privet,N,0,,
860,Spicebush,N,0,,
860,Rubus,N,0,,
860,Mapleleaf viburnum,N,0,,
860,Buckthorn,S,0,,
860,Multiflora rose,S,2,,
860,Honeysuckle,S,0,,
860,Privet,S,1,,
860,Spicebush,S,1,,
860,Rubus,S,0,,
860,Mapleleaf viburnum,S,0,,
303,Buckthorn,N,1,,
303,Multiflora rose,N,1,,
303,Honeysuckle,N,0,,
303,Privet,N,0,,
303,Spicebush,N,0,,
303,Rubus,N,1,,
303,Mapleleaf viburnum,N,0,,
303,Buckthorn,S,0,,
303,Multiflora rose,S,1,,
303,Honeysuckle,S,0,,
303,Privet,S,0,,
303,Spicebush,S,0,,
303,Rubus,S,1,,
303,Mapleleaf viburnum,S,1,,
37,Buckthorn,N,0,,
37,Multiflora rose,N,0,,
37,Honeysuckle,N,0,,
37,Privet,N,1,,
37,Spicebush,N,0,,
37,Rubus,N,0,,
37,Mapleleaf viburnum,N,1,,
37,Buckthorn,S,0,,
37,Multiflora rose,S,0,,
37,Honeysuckle,S,0,,
37,Privet,S,0,,
37,Spicebush,S,0,,
37,Rubus,S,0,,
37,Mapleleaf viburnum,S,1,,
302,Buckthorn,N,1,,
302,Multiflora rose,N,1,,
302,Honeysuckle,N,0,,
302,Privet,N,0,,
302,Spicebush,N,0,,
302,Rubus,N,1,,
302,Mapleleaf viburnum,N,1,,
302,Buckthorn,S,1,,
302,Multiflora rose,S,1,,
302,Honeysuckle,S,0,,
302,Privet,S,0,,
302,Spicebush,S,0,,
302,Rubus,S,1,,
302,Mapleleaf viburnum,S,0,,
36,Buckthorn,N,1,,
36,Multiflora rose,N,1,,
36,Honeysuckle,N,0,,
36,Privet,N,0,,
36,Spicebush,N,0,,
36,Rubus,N,1,,
36,Mapleleaf viburnum,N,0,,
36,Buckthorn,S,1,,
36,Multiflora rose,S,1,,
36,Honeysuckle,S,0,,
36,Privet,S,0,,
36,Spicebush,S,0,,
36,Rubus,S,1,,
36,Mapleleaf viburnum,S,0,,
339,Buckthorn,N,1,,
339,Multiflora rose,N,1,,
339,Honeysuckle,N,1,,
339,Privet,N,0,,
339,Spicebush,N,0,,
339,Rubus,N,1,,
339,Mapleleaf viburnum,N,0,,
339,Buckthorn,S,0,,
339,Multiflora rose,S,1,,
339,Honeysuckle,S,0,,
339,Privet,S,0,,
339,Spicebush,S,0,,
339,Rubus,S,1,,
339,Mapleleaf viburnum,S,0,,
72,Buckthorn,N,1,,
72,Multiflora rose,N,1,,
72,Honeysuckle,N,1,,
72,Privet,N,1,,
72,Spicebush,N,0,,
72,Rubus,N,1,,
72,Mapleleaf viburnum,N,0,,
72,Buckthorn,S,1,,
72,Multiflora rose,S,1,,
72,Honeysuckle,S,0,,
72,Privet,S,0,,
72,Spicebush,S,1,,
72,Rubus,S,1,,
72,Mapleleaf viburnum,S,0,,
178,Buckthorn,N,0,,
178,Multiflora rose,N,1,,
178,Honeysuckle,N,0,,
178,Privet,N,0,,
178,Spicebush,N,0,,
178,Rubus,N,1,,
178,Mapleleaf viburnum,N,1,,
178,Buckthorn,S,0,,
178,Multiflora rose,S,1,,
178,Honeysuckle,S,1,,
178,Privet,S,1,,
178,Spicebush,S,0,,
178,Rubus,S,0,,
178,Mapleleaf viburnum,S,0,,
135,Buckthorn,N,0,,
135,Multiflora rose,N,0,,
135,Honeysuckle,N,0,,
135,Privet,N,0,,
135,Spicebush,N,0,,
135,Rubus,N,1,,
135,Mapleleaf viburnum,N,0,,
135,Buckthorn,S,0,,
135,Multiflora rose,S,0,,
135,Honeysuckle,S,0,,
135,Privet,S,0,,
135,Spicebush,S,0,,
135,Rubus,S,0,,
135,Mapleleaf viburnum,S,0,,
931,Buckthorn,N,0,,
931,Multiflora rose,N,1,,
931,Honeysuckle,N,0,,
931,Privet,N,1,,
931,Spicebush,N,0,,
931,Rubus,N,0,,
931,Mapleleaf viburnum,N,0,,
931,Buckthorn,S,0,,
931,Multiflora rose,S,0,,
931,Honeysuckle,S,0,,
931,Privet,S,0,,
931,Spicebush,S,0,,
931,Rubus,S,0,,
931,Mapleleaf viburnum,S,0,,
111,Buckthorn,N,1,,
111,Multiflora rose,N,1,,
111,Honeysuckle,N,0,,
111,Privet,N,0,,
111,Spicebush,N,0,,
111,Rubus,N,1,,
111,Mapleleaf viburnum,N,0,,
111,Buckthorn,S,1,,
111,Multiflora rose,S,0,,
111,Honeysuckle,S,0,,
111,Privet,S,1,,
111,Spicebush,S,0,,
111,Rubus,S,1,,
111,Mapleleaf viburnum,S,0,,
330,Buckthorn,N,0,,
330,Multiflora rose,N,0,,
330,Honeysuckle,N,1,,
330,Privet,N,0,,
330,Spicebush,N,0,,
330,Rubus,N,0,,
330,Mapleleaf viburnum,N,1,,
330,Buckthorn,S,0,,
330,Multiflora rose,S,0,,
330,Honeysuckle,S,0,,
330,Privet,S,0,,
330,Spicebush,S,0,,
330,Rubus,S,0,,
330,Mapleleaf viburnum,S,0,,
278,Buckthorn,N,0,,
278,Multiflora rose,N,0,,
278,Honeysuckle,N,0,,
278,Privet,N,0,,
278,Spicebush,N,0,,
278,Rubus,N,0,,
278,Mapleleaf viburnum,N,0,,
278,Buckthorn,S,1,,
278,Multiflora rose,S,1,,
278,Honeysuckle,S,0,,
278,Privet,S,0,,
278,Spicebush,S,0,,
278,Rubus,S,0,,
278,Mapleleaf viburnum,S,0,,
3,Buckthorn,N,1,,
3,Multiflora rose,N,0,,
3,Honeysuckle,N,0,,
3,Privet,N,0,,
3,Spicebush,N,0,,
3,Rubus,N,1,,
3,Mapleleaf viburnum,N,0,,
3,Buckthorn,S,1,,
3,Multiflora rose,S,1,,
3,Honeysuckle,S,0,,
3,Privet,S,0,,
3,Spicebush,S,0,,
3,Rubus,S,1,,
3,Mapleleaf viburnum,S,0,,
383,Buckthorn,N,1,,
383,Multiflora rose,N,0,,
383,Honeysuckle,N,1,,
383,Privet,N,0,,
383,Spicebush,N,1,,
383,Rubus,N,0,,
383,Mapleleaf viburnum,N,0,,
383,Buckthorn,S,1,,
383,Multiflora rose,S,0,,
383,Honeysuckle,S,0,,
383,Privet,S,0,,
383,Spicebush,S,0,,
383,Rubus,S,1,,
383,Mapleleaf viburnum,S,0,,
100,Buckthorn,N,0,,
100,Multiflora rose,N,0,,
100,Honeysuckle,N,0,,
100,Privet,N,0,,
100,Spicebush,N,0,,
100,Rubus,N,0,,
100,Mapleleaf viburnum,N,0,,
100,Buckthorn,S,0,,
100,Multiflora rose,S,0,,
100,Honeysuckle,S,0,,
100,Privet,S,0,,
100,Spicebush,S,0,,
100,Rubus,S,0,,
100,Mapleleaf viburnum,S,1,,
318,Buckthorn,N,1,,
318,Multiflora rose,N,0,,
318,Honeysuckle,N,1,,
318,Privet,N,0,,
318,Spicebush,N,1,,
318,Rubus,N,0,,
318,Mapleleaf viburnum,N,0,,
318,Buckthorn,S,1,,
318,Multiflora rose,S,0,,
318,Honeysuckle,S,0,,
318,Privet,S,0,,
318,Spicebush,S,0,,
318,Rubus,S,1,,
318,Mapleleaf viburnum,S,0,,
21,Buckthorn,N,1,,
21,Multiflora rose,N,1,,
21,Honeysuckle,N,0,,
21,Privet,N,0,,
21,Spicebush,N,1,,
21,Rubus,N,0,,
21,Mapleleaf viburnum,N,0,,
21,Buckthorn,S,1,,
21,Multiflora rose,S,0,,
21,Honeysuckle,S,0,,
21,Privet,S,0,,
21,Spicebush,S,0,,
21,Rubus,S,0,,
21,Mapleleaf viburnum,S,0,,
167,Buckthorn,N,1,,
167,Multiflora rose,N,1,,
167,Honeysuckle,N,0,,
167,Privet,N,0,,
167,Spicebush,N,0,,
167,Rubus,N,1,,
167,Mapleleaf viburnum,N,0,,
167,Buckthorn,S,0,,
167,Multiflora rose,S,0,,
167,Honeysuckle,S,0,,
167,Privet,S,0,,
167,Spicebush,S,0,,
167,Rubus,S,0,,
167,Mapleleaf viburnum,S,0,,
382,Buckthorn,N,0,,
382,Multiflora rose,N,0,,
382,Honeysuckle,N,1,,
382,Privet,N,0,,
382,Spicebush,N,0,,
382,Rubus,N,0,,
382,Mapleleaf viburnum,N,0,,
382,Buckthorn,S,1,,
382,Multiflora rose,S,1,,
382,Honeysuckle,S,1,,
382,Privet,S,1,,
382,Spicebush,S,1,,
382,Rubus,S,0,,
382,Mapleleaf viburnum,S,0,,
4,Buckthorn,N,0,,
4,Multiflora rose,N,0,,
4,Honeysuckle,N,0,,
4,Privet,N,0,,
4,Spicebush,N,1,,
4,Rubus,N,0,,
4,Mapleleaf viburnum,N,0,,
4,Buckthorn,S,0,,
4,Multiflora rose,S,0,,
4,Honeysuckle,S,0,,
4,Privet,S,0,,
4,Spicebush,S,1,,
4,Rubus,S,1,,
4,Mapleleaf viburnum,S,0,,
336,Buckthorn,N,1,,
336,Multiflora rose,N,0,,
336,Honeysuckle,N,0,,
336,Privet,N,0,,
336,Spicebush,N,0,,
336,Rubus,N,0,,
336,Mapleleaf viburnum,N,0,,
336,Buckthorn,S,1,,
336,Multiflora rose,S,1,,
336,Honeysuckle,S,0,,
336,Privet,S,0,,
336,Spicebush,S,0,,
336,Rubus,S,1,,
336,Mapleleaf viburnum,S,0,,
158,Buckthorn,N,1,,
158,Multiflora rose,N,1,,
158,Honeysuckle,N,0,,
158,Privet,N,0,,
158,Spicebush,N,1,,
158,Rubus,N,0,,
158,Mapleleaf viburnum,N,0,,
158,Buckthorn,S,1,,
158,Multiflora rose,S,0,,
158,Honeysuckle,S,0,,
158,Privet,S,0,,
158,Spicebush,S,0,,
158,Rubus,S,0,,
158,Mapleleaf viburnum,S,0,,
332,Buckthorn,N,0,,
332,Multiflora rose,N,0,,
332,Honeysuckle,N,0,,
332,Privet,N,0,,
332,Spicebush,N,0,,
332,Rubus,N,0,,
332,Mapleleaf viburnum,N,1,,
332,Buckthorn,S,1,,
332,Multiflora rose,S,0,,
332,Honeysuckle,S,0,,
332,Privet,S,0,,
332,Spicebush,S,0,,
332,Rubus,S,0,,
332,Mapleleaf viburnum,S,0,,
380,Buckthorn,N,1,,
380,Multiflora rose,N,1,,
380,Honeysuckle,N,0,,
380,Privet,N,0,,
380,Spicebush,N,1,,
380,Rubus,N,0,,
380,Mapleleaf viburnum,N,0,,
380,Buckthorn,S,0,,
380,Multiflora rose,S,1,,
380,Honeysuckle,S,0,,
380,Privet,S,0,,
380,Spicebush,S,0,,
380,Rubus,S,0,,
380,Mapleleaf viburnum,S,1,,
162,Buckthorn,N,0,,
162,Multiflora rose,N,0,,
162,Honeysuckle,N,0,,
162,Privet,N,0,,
162,Spicebush,N,0,,
162,Rubus,N,1,,
162,Mapleleaf viburnum,N,1,,
162,Buckthorn,S,1,,
162,Multiflora rose,S,0,,
162,Honeysuckle,S,0,,
162,Privet,S,0,,
162,Spicebush,S,0,,
162,Rubus,S,0,,
162,Mapleleaf viburnum,S,0,,
338,Buckthorn,N,0,,
338,Multiflora rose,N,1,,
338,Honeysuckle,N,0,,
338,Privet,N,0,,
338,Spicebush,N,0,,
338,Rubus,N,1,,
338,Mapleleaf viburnum,N,0,,
338,Buckthorn,S,1,,
338,Multiflora rose,S,0,,
338,Honeysuckle,S,0,,
338,Privet,S,0,,
338,Spicebush,S,0,,
338,Rubus,S,0,,
338,Mapleleaf viburnum,S,0,,
16,Buckthorn,N,0,,
16,Multiflora rose,N,0,,
16,Honeysuckle,N,0,,
16,Privet,N,0,,
16,Spicebush,N,1,,
16,Rubus,N,0,,
