,Tree,Species,Plot_ID,Treatment,Treatment_2019,TreatmentYear,Block,Size,Notes,Valid,DBH2018,DBH2019,SmallTreeDBH2018,SmallTreeHeight2018,Smalltree2018measurementnotes,BandPresent2018,BandPresent2019,HerbSurveys2018,HerbSurveys2019,EphemeralSurveys2019,SeedlingPlots2018,SeedlingPlots2019,FourmSurveys2018,TenmSurveys2018,VisualCover2018,VisualCover2019,Greaterthan20_2019,MeanPercentopenness2018,MeanPercentopenness2019,PhotoObstruction,HemiDifference,meanVWC2019,meanVWC2019_corrected,meanPER2019,VWC_ref,PER_ref
316,39,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,11.3,11.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,31.4725,Yes,NA,10.4,14.20547303,1.28025,20.275,1.4355
317,390,red maple,C-19-S,Control,Control,2019,South,Large,,Yes,NA,12.2,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,35.4875,26.0675,Yes,-9.42,23.35,23.82466771,1.4805,31.325,1.60625
318,391,red maple,C-19-S,Control,Control,2019,South,Large,,Yes,NA,26.7,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,37.5025,31.0675,Yes,-6.435,20.95,21.37587959,1.4445,31.325,1.60625
319,392,red maple,C-19-M,Control,Control,2019,Middle,Large,,Yes,NA,13.9,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22.185,29.2675,No,7.0825,20.475,22.42804926,1.438,28.925,1.5675
320,393,tulip poplar,C-19-M,Control,Control,2019,Middle,Large,,Yes,NA,27.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20.2875,29.285,Yes,8.9975,13.325,14.59603206,1.3275,28.925,1.5675
321,394,tulip poplar,C-18-M,Control,Control,2018,Middle,Large,,Yes,NA,31.2,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,14.385,19.235,Yes,4.85,9,9.85848319,1.25725,28.925,1.5675
322,395,sugar maple,C-18-M,Control,Control,2018,Middle,Large,,Yes,NA,19,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,23.01,32.3175,No,9.3075,21.4,23.44128225,1.4545,28.925,1.5675
323,396,tulip poplar,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,NA,17.4,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,14.8575,24.0725,No,9.215,11.525,13.11092651,1.2975,27.575,1.546
324,397,red maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,NA,11.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,19.26,35.435,No,16.175,11.075,12.59900313,1.29125,27.575,1.546
325,398,red maple,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,NA,18.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,19.05666667,32.1675,Yes,13.11083333,7.525,9.178264268,1.23175,24.95,1.5055
326,399,tulip poplar,IC-19-N,IC,Control,2019,North,Large,,Yes,28.2,28.4,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.735,41.175,Yes,1.44,13.6,16.27959343,1.33175,25.675,1.51725
327,4,red maple,IC+TSI-19-S,IC+TSI,Control,2019,South,Large,,Yes,12.6,12.7,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,31.6975,37.73,No,6.0325,18.525,20.26307662,1.40725,28.975,1.57225
328,40,tulip poplar,IC-19-S,IC,Control,2019,South,Large,,Yes,37.6,38.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.2675,No,NA,11.35,15.50308835,1.29575,20.275,1.4355
329,400,red maple,IC-19-N,IC,Control,2019,North,Large,,Yes,11.5,,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,37.2675,44.135,Yes,6.8675,13.225,15.83070758,1.3245,25.675,1.51725
330,401,sugar maple,C-18-N,Control,Control,2018,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,27.7375,Yes,NA,13.5,16.46598905,1.33,24.95,1.5055
331,402,Unknown,,NA,NA,NA,NA,small,Not in plot,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,24.95,1.5055
332,403,Unknown,,NA,NA,NA,NA,small,Not in plot,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,24.95,1.5055
333,404,sugar maple,C-18-N,Control,Control,2018,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,24.66,Yes,NA,17.725,21.21733777,1.39525,25.675,1.51725
334,405,sugar maple,C-19-N,Control,Control,2019,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,23.7875,Yes,NA,9.925,12.10555121,1.2725,24.95,1.5055
335,406,Red Maple,C-19-N,Control,Control,2019,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,20.98,Yes,NA,15.075,18.38702111,1.353,24.95,1.5055
336,407,Unknown,,NA,NA,NA,NA,small,Not in plot,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,24.95,1.5055
337,408,Red Maple,C-19-N,Control,Control,2019,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,Yes,No,No,No,Yes,No,NA,24.805,Yes,NA,15.275,18.28461689,1.3585,25.675,1.51725
338,409,sugar maple,C-19-N,Control,Control,2019,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,22.27,Yes,NA,12.65,14.39073495,1.3175,27.575,1.546
339,41,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,16.4,17.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.0275,Yes,NA,15.4,21.92603597,1.36,18.425,1.4065
340,410,sugar maple,C-19-N,Control,Control,2019,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,25.7325,Yes,NA,14.75,17.6561767,1.34975,25.675,1.51725
341,411,sugar maple,C-19-N,Control,Control,2019,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,24.9925,Yes,NA,20.45,24.94292416,1.4385,24.95,1.5055
342,412,red maple,C-18-N,Control,Control,2018,North,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,Yes,No,No,No,Yes,No,NA,24.49,No,NA,37.825,46.13526192,1.717,24.95,1.5055
343,42,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,6.8,7.2,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.1075,Yes,NA,14.325,20.39548476,1.34425,18.425,1.4065
344,43,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,16,16.2,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.6675,Yes,NA,9.975,13.62496091,1.27375,20.275,1.4355
345,44,sugar maple,IC-19-S,IC,Control,2019,South,Large,,Yes,12.2,12.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.635,Yes,NA,10.85,15.44788898,1.2885,18.425,1.4065
346,45,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,29.5,30,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.0225,Yes,NA,14.8,21.07177482,1.3515,18.425,1.4065
347,46,sugar maple,IC-19-S,IC,Control,2019,South,Large,,Yes,9.7,9.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.1475,Yes,NA,10.75,15.30551212,1.28625,18.425,1.4065
348,47,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,8.6,8.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,35.245,Yes,NA,19.25,27.40754496,1.4195,18.425,1.4065
349,48,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,28.7,30.4,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.035,Yes,NA,NA,NA,NA,NA,NA
350,49,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,23.3,25,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,31.755,Yes,NA,28.475,40.54181001,1.56625,18.425,1.4065
351,5,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,10.6,10.6,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29.0675,36.16,No,7.0925,17.775,19.44270915,1.3965,28.975,1.57225
352,50,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,32,32.5,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,26.4175,36.3625,Yes,9.945,11.675,15.94700938,1.30275,20.275,1.4355
353,51,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,8.3,8.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,34.095,Yes,NA,13.85,19.71919468,1.3365,18.425,1.4065
354,52,sugar maple,IC-19-S,IC,Control,2019,South,Large,,Yes,8.8,8.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.34,No,NA,11.4,15.57138389,1.29725,20.275,1.4355
355,53,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,9.5,10,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.67,Yes,NA,12.5,17.07388585,1.31525,20.275,1.4355
356,54,tulip poplar,IC-19-S,IC,Control,2019,South,Large,,Yes,20.4,21.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,31.7825,Yes,NA,10.7,15.23432369,1.2845,18.425,1.4065
357,55,red maple,IC-19-S,IC,Control,2019,South,Large,,Yes,12.7,13.5,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29.535,32.8475,Yes,3.3125,19.125,26.12304535,1.418,20.275,1.4355
358,56,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,27.8,29.1,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,40.0475,Yes,NA,23.05,25.1044957,1.4775,29.125,1.572
359,57,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,11.1,11.2,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,42.7475,Yes,NA,12.775,18.18864347,1.31925,18.425,1.4065
360,58,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,17.4,17.6,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,34.375,Yes,NA,10.75,15.30551212,1.28675,18.425,1.4065
361,59,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,29.5,30.1,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30.3675,41.715,Yes,11.3475,15.05,20.55695856,1.354,20.275,1.4355
362,6,red maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,11.3,11.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,35.5575,Yes,NA,25.275,25.275,1.5105,31.975,1.61625
363,60,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,13.3,13.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.1425,Yes,NA,28.025,30.52292807,1.5535,29.125,1.572
364,61,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,10.9,11.2,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,35.8375,Yes,NA,15.8,22.49554339,1.365,18.425,1.4065
365,62,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,14.7,15.2,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.27,Yes,NA,12.35,17.58354183,1.31375,18.425,1.4065
366,63,tulip poplar,IC-19-S,IC,Control,2019,South,Large,,Yes,32.35,32.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,46.61,Yes,NA,11.825,16.15189601,1.3035,20.275,1.4355
367,64,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,25.9,26.4,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.6925,Yes,NA,33.025,35.96858874,1.6335,29.125,1.572
368,65,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,43,44.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.805,Yes,NA,27.15,29.56993745,1.541,29.125,1.572
369,66,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,27.9,28.2,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.1725,Yes,NA,31.6,44.99108679,1.61225,18.425,1.4065
370,67,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,9.9,10.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.0325,Yes,NA,34.125,48.58610243,1.658,18.425,1.4065
371,68,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,17.8,18.2,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,31.5825,Yes,NA,12.825,18.2598319,1.32025,18.425,1.4065
372,69,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,28.6,29,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,41.965,Yes,NA,27.5,29.9511337,1.54775,29.125,1.572
373,7,tulip poplar,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,39.6,40.5,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29.3675,37.7125,No,8.345,24.975,24.975,1.5055,31.975,1.61625
374,70,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,8.7,8.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,37.3525,Yes,NA,31.15,33.92646599,1.6055,29.125,1.572
375,71,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,7.6,7.7,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,43.57,Yes,NA,14.825,20.24962862,1.35075,20.275,1.4355
376,72,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,8.9,9.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,40.5175,Yes,NA,10.625,15.12754105,1.28425,18.425,1.4065
377,73,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,17.3,17.4,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,24.4775,38.9975,Yes,14.52,22.075,22.93797889,1.462,30.725,1.5965
378,74,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,20.8,21.15,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,32.415,Yes,NA,16.6,20.24706802,1.378,24.95,1.5055
379,75,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,18.2,18.7,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,34.325,Yes,NA,12.575,17.90388976,1.31625,18.425,1.4065
380,76,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,7.2,7.4,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,27.3725,Yes,NA,18.7,19.43103988,1.41025,30.725,1.5965
381,77,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,9.9,10,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.7175,No,NA,12.25,17.44116498,1.31175,18.425,1.4065
382,78,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,10.1,10.3,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29.785,45.3375,No,15.5525,11.575,15.8104183,1.3005,20.275,1.4355
383,79,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,8,8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.615,Yes,NA,19.675,20.44415559,1.425,30.725,1.5965
384,8,sugar maple,IC+TSI-19-S,IC+TSI,Control,2019,South,Large,,Yes,10.4,10.6,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,21.09,Yes,NA,16.525,18.07543002,1.3765,28.975,1.57225
385,80,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,9.9,9.9,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29.48,35.7975,Yes,6.3175,14.525,14.525,1.34525,31.975,1.61625
386,81,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,19.1,19.1,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.4725,Yes,NA,15.35,15.35,1.359,31.975,1.61625
387,82,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,10.08,10.9,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,24.285,Yes,NA,13,13,1.32075,31.975,1.61625
388,83,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,10.3,10.4,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,23.3425,Yes,NA,17.7,17.7,1.395,31.975,1.61625
389,84,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,19.7,19.7,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,22.5925,No,NA,14.4,14.4,1.34375,31.975,1.61625
390,85,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,12.7,13,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,21.9175,No,NA,15.825,16.44364738,1.36725,30.725,1.5965
391,857,red oak,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,NA,31.6,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,27.94,No,NA,20.775,20.775,1.44175,31.975,1.61625
392,859,red oak,IC-18-M,IC,IC,2018,Middle,Large,,Yes,NA,23.2,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,22.655,No,NA,19.45,20.21035966,1.34525,30.725,1.5965
393,86,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,9.17,9.7,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,23.575,Yes,NA,10.2,10.2,1.2765,31.975,1.61625
394,860,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,NA,34.2,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,28.9125,Yes,NA,12.35,16.86899922,1.31175,20.275,1.4355
395,861,red oak,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,NA,52.6,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,35.1425,Yes,NA,22,22,1.46075,31.975,1.61625
396,864,tulip poplar,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,8.07,NA,NA,NA,NA,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,NA,21.625,No,NA,13.2,15.01641908,1.32575,27.575,1.546
397,87,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,9.3,9.6,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,23.06,No,NA,8.25,8.572517592,1.24525,30.725,1.5965
398,874,red oak,IC-18-S,IC,IC,2018,South,Large,,Yes,NA,34.8,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,29.9,Yes,NA,8.975,12.25905004,1.2575,20.275,1.4355
399,88,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,14.8,14.6,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.5125,Yes,NA,25.8,26.80860047,1.51775,30.725,1.5965
400,880,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,NA,42.2,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,39.22,Yes,NA,34.55,37.62951525,1.65925,29.125,1.572
401,881,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,NA,24.9,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,37.685,Yes,NA,27.175,28.2373534,1.54525,30.725,1.5965
402,882,red oak,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,NA,31,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,30.3425,Yes,NA,30.725,34.95299062,1.60625,27.575,1.546
403,883,red maple,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,22.9,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,27.0475,No,NA,19.25,21.08620016,1.41925,28.925,1.5675
404,884,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,NA,25.5,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,35.135,No,NA,20.975,21.79497655,1.44475,30.725,1.5965
405,885,sugar maple,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,11,NA,NA,NA,NA,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,NA,23.115,Yes,NA,18.85,21.44390149,1.41225,27.575,1.546
406,886,red oak,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,NA,28.7,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,19.8775,Yes,NA,11.025,12.54212275,1.29075,27.575,1.546
407,888,sugar maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,NA,27.1,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,36.2325,Yes,NA,25.325,25.325,1.51125,31.975,1.61625
408,889,red oak,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,NA,12.19,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,29.6875,Yes,NA,15.65,18.73350274,1.36325,25.675,1.51725
409,89,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,28.3,28.6,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,21.9175,28.1,Yes,6.1825,20.425,21.22347537,1.43675,30.725,1.5965
410,890,tulip poplar,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,NA,45.2,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,27.435,Yes,NA,14.575,16.5806294,1.3465,27.575,1.546
411,891,tulip poplar,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,NA,28.4,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,22.7425,Yes,NA,13.05,14.84577795,1.323,27.575,1.546
412,892,red maple,IC-19-N,IC,Control,2019,North,Large,,Yes,NA,14.4,NA,NA,NA,NA,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,NA,35.8475,Yes,NA,16.575,19.8407545,1.3785,25.675,1.51725
413,893,red maple,IC-19-N,IC,Control,2019,North,Large,,Yes,NA,22.3,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,36.1075,Yes,NA,24.9,29.80602033,1.50425,25.675,1.51725
414,894,tulip poplar,IC-19-N,IC,Control,2019,North,Large,,Yes,NA,23.6,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,34.695,Yes,NA,15.65,18.73350274,1.36375,25.675,1.51725
415,895,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,NA,36.4,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,41.9675,Yes,NA,12.775,17.44951134,1.319,20.275,1.4355
416,897,red maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,NA,26.4,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,29.5125,Yes,NA,15.975,19.12253714,1.36875,25.675,1.51725
417,898,red maple,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,36.3,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,27.855,Yes,NA,10.325,11.7457975,1.279,27.575,1.546
418,9,sugar maple,IC+TSI-19-S,IC+TSI,Control,2019,South,Large,,Yes,14.7,15.1,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.2725,Yes,NA,15.75,17.22771697,1.365,28.975,1.57225
419,90,tulip poplar,IC-19-M,IC,Control,2019,Middle,Large,,Yes,28.7,28.9,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22.7625,25.975,No,3.2125,16.3,16.93721658,1.37325,30.725,1.5965
420,900,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,NA,30.5,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,23.5925,Yes,NA,22.725,23.61338937,1.47125,30.725,1.5965
421,901,elm,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,4,4.8,,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,36.695,Yes,NA,34.3,37.35723221,1.65475,29.125,1.572
422,902,sugar maple,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,3.8,5.96,,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,39.2025,Yes,NA,18.425,20.06725958,1.40575,29.125,1.572
423,903,sugar maple,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,4.6,7.16,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.7625,Yes,NA,17.625,25.09392103,1.39425,18.425,1.4065
424,904,elm,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,7,8.64,,NA,NA,No,No,No,No,No,No,Yes,Yes,Yes,No,NA,41.0825,Yes,NA,34.475,49.08442143,1.65725,18.425,1.4065
